type,symbol,exchangeId,localSymbol,description,conid,underConid,isin,cusip,currency,country,isPrimeExchId,isNewPdt,assocEntityId,fcConid
STK,KLI,CHIXAU,KLI,KILLI RESOURCES LTD,543619087,,AU0000191058,Q5297U106,AUD,AU,,F,e4667429,1
STK,KLR,ASX,KLR,KAILI RESOURCES LTD,179673607,,BMG5220L1090,G5220L109,AUD,AU,T,F,e1442585,1
STK,KLS,ASX,KLS,KELSIAN GROUP LTD,525524473,,AU0000186678,Q52522101,AUD,AU,T,F,e1682952,1
STK,KLV,ASX,KLV,KLEVO REWARDS LTD,826119266,,AU0000428864,Q6S898105,AUD,AU,T,F,e1451633,1
STK,KM1,CHIXAU,KM1,KALI METALS LTD,676109121,,AU0000305468,Q52076108,AUD,AU,,F,e5471113,1
STK,KMD,CHIXAU,KMD,KMD BRANDS LTD,70234078,,NZKMDE0001S3,Q5213W103,AUD,AU,,F,e1589462,1
STK,KME,ASX,KME,KIP MCGRATH EDUCATION CENTRE,44202815,,AU000000KME9,Q5326X105,AUD,AU,T,F,e1439025,1
STK,KNB,ASXCEN,KNB,KOONENBERRY GOLD LTD,517139115,,AU0000165896,Q5358B104,AUD,AU,,F,e4491813,1
STK,KNG,ASX,KNG,KINGSLAND MINERALS LTD,566597390,,AU0000218869,Q5318P102,AUD,AU,T,F,e4816311,1
STK,KNI,ASX,KNI,KUNIKO LTD,509872448,,AU0000159840,Q54036100,AUD,AU,T,F,e4446059,1
STK,KNM,ASX,KNM,KNEOMEDIA LTD,196871482,,AU000000KNM0,Q53517126,AUD,AU,T,F,e1439003,1
STK,KNO,CHIXAU,KNO,KNOSYS LTD,206080150,,AU000000KNO6,Q5S49Q106,AUD,AU,,F,e2924282,1
STK,KOB,ASX,KOB,KOBA RESOURCES LTD,558827802,,AU0000212375,Q53503100,AUD,AU,T,F,e4769651,1
STK,KOR,ASX,KOR,KORAB RESOURCES LTD,44202397,,AU000000KOR7,Q5354W102,AUD,AU,T,F,e1438937,1
STK,KOV,ASXCEN,KOV,KORVEST LIMITED,14064266,,AU000000KOV9,Q53677102,AUD,AU,,F,e1442483,1
STK,KP2,ASX,KP2,KORE POTASH PLC - CDI,295285479,,AU000000KP25,G5312W104,AUD,AU,T,F,e3270342,1
STK,KPG,ASX,KPG,KELLY PARTNERS GROUP HOLDING,280255271,,AU000000KPG7,Q6368N104,AUD,AU,T,F,e3257440,1
STK,KPO,ASX,KPO,KALINA POWER LTD,199440210,,AU000000KPO1,Q5208A108,AUD,AU,T,F,e1439306,1
STK,KRM,ASX,KRM,KINGSROSE MINING LTD,47571168,,AU000000KRM1,Q53055101,AUD,AU,T,F,e1446978,1
STK,KRR,ASXCEN,KRR,KING RIVER RESOURCES LTD,344231274,,AU0000033102,Q53147106,AUD,AU,,F,e1444613,1
STK,KSC,ASX,KSC,K & S CORPORATION LIMITED,14064201,,AU000000KSC0,Q53752103,AUD,AU,T,F,e1442485,1
STK,KSL,ASX,KSL,KINA SECURITIES LTD,201664885,,PG000A143KS8,Y47619120,AUD,AU,T,F,e2888680,1
STK,KSN,ASX,KSN,KINGSTON RESOURCES LTD,116570469,,AU000000KSN7,Q5318M109,AUD,AU,T,F,e1439239,1
STK,KTA,CHIXAU,KTA,KRAKATOA RESOURCES LTD,119707168,,AU000000KTA2,Q5367H100,AUD,AU,,F,e1663781,1
# STK,KTGNB,ASXCEN,KTGNB,K-TIG LTD-EX OPTION,491422216,,AU0000145237,,AUD,AU,,F,e1660987,1
STK,KYP,ASX,KYP,KINATICO LTD,592274647,,AU0000247082,Q3078N136,AUD,AU,T,F,e2923917,1
STK,KZR,ASXCEN,KZR,KALAMAZOO RESOURCES LIMITED,262391388,,AU000000KZR3,Q5172E102,AUD,AU,,F,e3242586,1
STK,L1G,ASX,L1G,L1 GROUP LTD,820173196,,AU0000423501,Q7587R116,AUD,AU,T,F,e1439736,1
STK,L1M,ASXCEN,L1M,LIGHTNING MINERALS LTD,598796510,,AU0000247256,Q556AB107,AUD,AU,,F,e5007850,1
STK,LAM,CHIXAU,LAM,LARAMIDE RESOURCES LTD-CDI,126929100,,AU000000LAM5,,AUD,AU,,F,e1398029,1
STK,LAT,CHIXAU,LAT,LATITUDE 66 LTD,713598825,,AU0000342032,Q3192Q106,AUD,AU,,F,e1447332,1
STK,LAU,ASXCEN,LAU,LINDSAY AUSTRALIA LTD,44202606,,AU000000LAU8,Q55717104,AUD,AU,,F,e1438981,1
STK,LBL,CHIXAU,LBL,LASERBOND LTD,47623954,,AU000000LBL5,Q54450103,AUD,AU,,F,e1447408,1
STK,LCE,ASX,LCE,LONDON CITY EQUITIES LIMITED,14064351,,AU000000LCE8,Q5627G108,AUD,AU,T,F,e1442489,1
STK,LCL,CHIXAU,LCL,LCL RESOURCES LTD,400657676,,AU0000075954,Q56615109,AUD,AU,,F,e1444945,1
STK,LCY,ASX,LCY,LEGACY IRON ORE LTD,52407807,,AU000000LCY6,Q5494A101,AUD,AU,T,F,e1452029,1
STK,LDR,ASX,LDR,LODE RESOURCES LTD,500243938,,AU0000147258,Q5S87V108,AUD,AU,T,F,e4378632,1
STK,LDX,ASXCEN,LDX,LUMOS DIAGNOSTICS HOLDINGS L,500567066,,AU0000157091,Q5674R106,AUD,AU,,F,e4380174,1
STK,LEG,ASXCEN,LEG,LEGEND MINING LIMITED,14064301,,AU000000LEG9,Q5515A106,AUD,AU,,F,e1442493,1
STK,LEL,ASX,LEL,LITHIUM ENERGY LTD,491627380,,AU0000143497,Q5594W102,AUD,AU,T,F,e4320741,1
STK,LEX,ASX,LEX,LEFROY EXPLORATION LTD,247836486,,VGG5520W1023,G5520W102,AUD,AU,T,F,e1436142,1
STK,LF1,ASXCEN,LF1,LA TROBE PRV CRD-FPO,794902330,,AU0000398133,Q54796109,AUD,AU,,F,e6007504,1
STK,LFG,CHIXAU,LFG,LIBERTY FINANCIAL GROUP,460315718,,AU0000121634,Q4978Q104,AUD,AU,,F,e4121569,1
STK,LFS,CHIXAU,LFS,LATITUDE GROUP HOLDINGS LTD,483257777,,AU0000143687,Q54775103,AUD,AU,,F,e4295435,1
STK,LFSPA,CHIXAU,LFSPA,LATITUDE GROUP HLD,598045474,,AU0000176901,,AUD,AU,,F,e5005138,1
STK,LGI,ASXCEN,LGI,LGI LTD/AUSTRALIA,589306653,,AU0000237638,Q5531P103,AUD,AU,,F,e4951192,1
# STK,LGL,ASXCEN,LGL,LYNCH GROUP HOLDINGS LTD,479943393,,AU0000140477,Q5683K100,AUD,AU,,F,e4261135,1
STK,LGM,ASXCEN,LGM,LEGACY MINERALS HOLDINGS LTD,513539053,,AU0000165383,Q5494B109,AUD,AU,,F,e4471927,1
STK,LGP,CHIXAU,LGP,LITTLE GREEN PHARMA LTD,404491443,,AU0000074924,Q5594V104,AUD,AU,,F,e3701314,1
STK,LIB,CHIXAU,LIB,LIBERTY METALS LTD,822458624,,AU0000425027,Q91735268,AUD,AU,,F,e1439251,1
STK,LIC,CHIXAU,LIC,LIFESTYLE COMMUNITIES LTD,44890739,,AU000000LIC9,Q5557L143,AUD,AU,,F,e1440822,1
STK,LIN,ASX,LIN,LINDIAN RESOURCES LTD,44202421,,AU000000LIN6,Q55710216,AUD,AU,T,F,e1441852,1
STK,LIO,ASXCEN,LIO,LION ENERGY LTD,44202426,,AU000000LIO4,Q5502H106,AUD,AU,,F,e1438943,1
STK,LIS,CHIXAU,LIS,LI-S ENERGY LTD,517139118,,AU0000166597,Q5570W100,AUD,AU,,F,e4491814,1
STK,LIT,CHIXAU,LIT,LIVIUM LTD,201979256,,AU000000LIT3,Q5594P107,AUD,AU,,F,e1445790,1
STK,LITCF,ASX,LITCF,LITHIUM AUSTRALIA-PART PAID,415460982,,AU0000080384,Q5594P206,AUD,AU,T,F,e1445790,1
STK,LKE,ASX,LKE,LAKE RESOURCES NL,14064276,,AU000000LKE1,Q5431K105,AUD,AU,T,F,e1442496,1
STK,LKO,ASX,LKO,LAKES BLUE ENERGY NL,14064286,,AU000000LKO0,Q54334323,AUD,AU,T,F,e1442497,1
STK,LKY,CHIXAU,LKY,LOCKSLEY RESOURCES LTD,501094693,,AU0000154015,Q5S87W106,AUD,AU,,F,e4386253,1
STK,LLC,ASX,LLC,LENDLEASE GROUP,4109651,,AU000000LLC3,Q55368114,AUD,AU,T,F,e1437934,1
STK,LLM,ASXCEN,LLM,LOYAL METALS LTD,789264050,,AU0000399131,Q6290W172,AUD,AU,,F,e4381703,1
STK,LM1,ASXCEN,LM1,LEEUWIN METALS LTD,622948684,,AU0000268286,Q5492G100,AUD,AU,,F,e5153553,1
STK,LM8,CHIXAU,LM8,LUNNON METALS LTD,496591503,,AU0000148975,Q5674Q108,AUD,AU,,F,e4353973,1
STK,LMG,ASXCEN,LMG,LATROBE MAGNESIUM LTD,44202431,,AU000000LMG2,Q54790102,AUD,AU,,F,e1438944,1
STK,LML,ASXCEN,LML,LINCOLN MINERALS LTD,44202835,,AU000000LML2,Q55630109,AUD,AU,,F,e1439029,1
STK,LMLND,ASX,LMLND,LINCOLN MINERALS-NEW SHARES,608725779,,AU0000264541,Q55630240,AUD,AU,T,F,e1439029,1
STK,LMS,ASX,LMS,LITCHFIELD MINERALS LTD,690179512,,AU0000321333,Q5587W101,AUD,AU,T,F,e5543985,1
STK,LNQ,CHIXAU,LNQ,LINQ MINERALS LTD,794902335,,AU0000397960,Q5S648106,AUD,AU,,F,e6007505,1
# STK,LNU,ASX,LNU,LINIUS TECHNOLOGIES LTD,231262606,,AU000000LNU1,Q5S647116,AUD,AU,T,F,e1631367,1
STK,LNW,ASX,LNW,LIGHT & WONDER INC-CDI,632168582,,AU0000278103,U80679100,AUD,AU,T,F,e3276243,1
# STK,LOC,ASX,LOC,LOCATE TECHNOLOGIES LTD,782365111,,AU0000394611,Q989BX127,AUD,AU,T,F,e4470364,1
# STK,LOMNE,ASX,LOMNE,LUCAPA DIAMOND CO LTD,415311876,,AU0000080137,,AUD,AU,T,F,e1445897,1
STK,LOT,ASXCEN,LOT,LOTUS RESOURCES LTD,385336889,,AU0000058737,Q56336102,AUD,AU,,F,e1455990,1
STK,LOV,ASXCEN,LOV,LOVISA HOLDINGS LTD,177292633,,AU000000LOV7,Q56334107,AUD,AU,,F,e2711559,1
# STK,LPDNH,ASXCEN,LPDNH,LEPIDICO LTD-NEW SHARES,498289254,,AU0000153181,,AUD,AU,,F,e1442176,1
STK,LPE,ASXCEN,LPE,LOCALITY PLANNING ENERGY HOL,216194253,,AU000000LPE0,Q5677R103,AUD,AU,,F,e1636384,1
STK,LPM,ASXCEN,LPM,LITHIUM PLUS MINERALS LTD,558175869,,AU0000214082,Q5594X100,AUD,AU,,F,e4758283,1
STK,LRD,ASXCEN,LRD,LORD RESOURCES LTD,554978255,,AU0000210098,Q5657K102,AUD,AU,,F,e4736945,1
STK,LRK,ASXCEN,LRK,LARK DISTILLING CO. LTD,421129359,,AU0000087264,Q54628104,AUD,AU,,F,e1439070,1
STK,LRM,ASX,LRM,LION ROCK MINERALS LTD,807386035,,AU0000412231,Q7401H179,AUD,AU,T,F,e1438889,1
# STK,LRSXE,ASX,LRSXE,ESG MINERALS RG,756915679,,AU0000368995,000036899,AUD,AU,T,F,e5860892,1
STK,LRT,ASX,LRT,LOWELL RESOURCES FUND,311672234,,AU000000LRT4,Q5641V107,AUD,AU,T,F,e3280180,1
STK,LRV,ASX,LRV,LARVOTTO RESOURCES LTD,530601829,,AU0000183253,Q54629102,AUD,AU,T,F,e4581259,1
STK,LSA,ASX,LSA,LACHLAN STAR LTD,661236760,,AU000000LSA2,Q5430Q186,AUD,AU,T,F,e1418539,1
STK,LSF,CHIXAU,LSF,L1 LONG SHORT FUND LTD,315526941,,AU0000002339,Q56128103,AUD,AU,,F,e3282074,1
# STK,LSHN,ASX,LSHN,LIFESPOT HEALTH L-NEW SHARES,463884531,,AU0000124729,,AUD,AU,T,F,e3242359,1
STK,LSR,ASXCEN,LSR,LODESTAR MINERALS LTD,47609471,,AU000000LSR6,Q5587U105,AUD,AU,,F,e1662730,1
STK,LSX,ASXCEN,LSX,LION SELECTION GROUP LIMITED,123980060,,AU000000LSX4,Q5586P123,AUD,AU,,F,e1666688,1
STK,LTP,ASX,LTP,LTR PHARMA LTD,670495058,,AU0000305294,Q5650H106,AUD,AU,T,F,e5440587,1
STK,LTR,ASXCEN,LTR,LIONTOWN RESOURCES LTD,44202618,,AU000000LTR4,Q5569M105,AUD,AU,,F,e1438984,1
STK,LU7,CHIXAU,LU7,LITHIUM UNIVERSE LTD,646237420,,AU0000290967,Q3623Q121,AUD,AU,,F,e1636766,1
STK,LVE,CHIXAU,LVE,LOVE GROUP GLOBAL LTD,277704016,,AU000000LVE8,Q56335104,AUD,AU,,F,e2702295,1
STK,LYC,ASX,LYC,LYNAS RARE EARTHS LTD,14064364,,AU000000LYC6,Q5683J210,AUD,AU,T,F,e1403377,1
STK,LYL,ASXCEN,LYL,LYCOPODIUM LTD,44202848,,AU000000LYL7,Q56515101,AUD,AU,,F,e1439033,1
STK,M24,ASXCEN,M24,MAMBA EXPLORATION LTD,469651826,,AU0000129348,Q57773105,AUD,AU,,F,e4190694,1
STK,M2M,ASXCEN,M2M,MT MALCOLM MINES NL,513233232,,AU0000169914,Q64658109,AUD,AU,,F,e4470363,1
STK,M2R,ASXCEN,M2R,MIRAMAR RESOURCES LTD,451398410,,AU0000105637,Q62311107,AUD,AU,,F,e4048747,1
STK,M3M,ASX,M3M,M3 MINING LIMITED,505172579,,AU0000157661,Q6328H106,AUD,AU,T,F,e4414034,1
STK,M4M,ASX,M4M,MACRO METALS LTD,603478760,,AU0000260903,Q5350P168,AUD,AU,T,F,e1438664,1
STK,M79,ASX,M79,MAMMOTH MINERALS LTD,806539597,,AU0000411837,Q37927177,AUD,AU,T,F,e4744077,1
STK,M7T,CHIXAU,M7T,MACH7 TECHNOLOGIES LTD,229114983,,AU000000M7T0,Q5692C107,AUD,AU,,F,e1439208,1
STK,MA1,ASX,MA1,MA CREDIT INCOME TRUST,765866404,,AU0000380917,Q570M2105,AUD,AU,T,F,e5900314,1
STK,MAD,ASXCEN,MAD,MADER GROUP LTD,385678125,,AU0000056269,Q57126106,AUD,AU,,F,e3511562,1
STK,MAF,ASXCEN,MAF,MA FINANCIAL GROUP LTD,495479596,,AU0000156218,Q57129100,AUD,AU,,F,e3250173,1
STK,MAG,CHIXAU,MAG,MAGMATIC RESOURCES LTD,276441910,,AU000000MAG5,Q570LU104,AUD,AU,,F,e3253797,1
STK,MAH,ASXCEN,MAH,MACMAHON HOLDINGS LTD,14064381,,AU000000MAH3,Q56970132,AUD,AU,,F,e1403279,1
STK,MAM,ASXCEN,MAM,MICROEQUITIES ASSET MANAGEME,316257802,,AU0000004517,Q6077R107,AUD,AU,,F,e3282310,1
STK,MAN,ASXCEN,MAN,MANDRAKE RESOURCES LTD,377777510,,AU0000054587,Q5781L109,AUD,AU,,F,e1422917,1
STK,MAP,CHIXAU,MAP,MICROBA LIFE SCIENCES LTD,554380070,,AU0000209868,Q60774108,AUD,AU,,F,e4732663,1
STK,MAQ,CHIXAU,MAQ,MACQUARIE TECHNOLOGY GROUP L,7153098,,AU000000MAQ4,Q57012108,AUD,AU,,F,e1442509,1
STK,MAT,ASXCEN,MAT,MATSA RESOURCES LTD,57041256,,AU000000MAT8,Q5816Y100,AUD,AU,,F,e1438980,1
# STK,MATN,ASX,MATN,MATSA RESOURCES L-NEW SHARES,484247620,,AU0000141269,,AUD,AU,T,F,e1438980,1
STK,MAU,ASXCEN,MAU,MAGNETIC RESOURCES NL,44202865,,AU000000MAU6,Q57122105,AUD,AU,,F,e1439037,1
STK,MAY,ASXCEN,MAY,MELBANA ENERGY LTD,4109707,,AU000000MAY8,Q5954T103,AUD,AU,,F,e1442523,1
# STK,MAYN,ASXCEN,MAYN,MELBANA ENERGY LTD-NEW,513881567,,AU0000167462,,AUD,AU,,F,e1442523,1
STK,MBH,CHIXAU,MBH,MAGGIE BEER HOLDINGS LTD,435903785,,AU0000096554,Q5714D109,AUD,AU,,F,e1403697,1
STK,MBK,ASX,MBK,METAL BANK LTD,84832233,,AU000000MBK5,Q6008R150,AUD,AU,T,F,e1623563,1
STK,MBLPA,ASXCEN,MBLPA,MACQUARIE BANK LTD,359791932,,AU0000MBLPA9,Q57082598,AUD,AU,,F,e1450625,1
STK,MBLPC,ASX,MBLPC,MAQUARIE BANK,426105975,,AU0000088429,,AUD,AU,T,F,e3853633,1
STK,MBLPD,ASXCEN,MBLPD,MAQUARIE BANK,511763275,,AU0000170284,,AUD,AU,,F,e3853633,1
STK,MC2,ASX,MC2,MARIMACA COPPER CORP-CDI,772759001,,AU0000381535,,AUD,AU,T,T,e1441945,1
STK,MCA,ASX,MCA,MURRAY COD AUSTRALIA LTD,263834227,,AU000000MCA4,Q64663109,AUD,AU,T,F,e1624937,1
STK,MCE,ASX,MCE,MATRIX COMPOSITES & ENG,70243784,,AU000000MCE6,Q58141104,AUD,AU,T,F,e1589512,1
STK,MCM,ASX,MCM,MC MINING LTD,298918229,,AU000000MCM9,Q58999105,AUD,AU,T,F,e1447123,1
STK,MCO,ASXCEN,MCO,MYECO GROUP LTD,743516432,,AU0000365637,Q8397V164,AUD,AU,,F,e1442273,1
STK,MCP,ASX,MCP,MCPHERSON'S LTD,14064470,,AU000000MCP2,Q75571101,AUD,AU,T,F,e1442517,1
# STK,MCTN,ASX,MCTN,METALICITY LTD-NEW SHARES,565512459,,AU0000220592,,AUD,AU,T,F,e1404180,1
STK,MCY,ASX,MCY,MERCURY NZ LTD,127362343,,NZMRPE0001S2,Q5971Q108,AUD,AU,T,F,e1669309,1
STK,MDI,ASXCEN,MDI,MIDDLE ISLAND RESOURCES LTD,81849346,,AU000000MDI5,Q60757103,AUD,AU,,F,e1619693,1
# STK,MDR,ASXCEN,MDR,MEDADVISOR LTD,214032080,,AU000000MDR6,Q3647Q123,AUD,AU,,F,e1627903,1
STK,MDX,ASX,MDX,MINDAX LTD,44202629,,AU000000MDX4,Q60936103,AUD,AU,T,F,e1438986,1
# STK,MEBN,ASX,MEBN,MEDIBIO LTD-NEW SHARE,550125905,,AU0000199275,,AUD,AU,T,F,e1442214,1
# STK,MEBNB,ASX,MEBNB,MEDIBIO LTD - NEW SHARES,434148308,,AU0000091035,,AUD,AU,T,F,e1442214,1
STK,MEC,ASX,MEC,MORPHIC ETHICAL EQUITIES FUN,274832490,,AU000000MEC6,Q5690F102,AUD,AU,T,F,e3251830,1
STK,MEG,ASX,MEG,MEGADO MINERALS LTD,452066185,,AU0000105025,Q5948B101,AUD,AU,T,F,e4055063,1
STK,MEI,ASX,MEI,METEORIC RESOURCES NL,44202634,,AU000000MEI3,Q6016G105,AUD,AU,T,F,e1438987,1
STK,MEK,ASX,MEK,MEEKA METALS LTD,529870153,,AU0000192726,Q59445108,AUD,AU,T,F,e1438806,1
# STK,MEL,CHIXAU,MELDA,METGASCO LTD,827205509,,AU0000429789,,AUD,AU,,F,e1438955,1
# STK,MELNA,ASXCEN,MELNA,METGASCO LTD - NEW SHARES,509951662,,AU0000162141,,AUD,AU,,F,e1438955,1
STK,MEM,ASXCEN,MEM,MEMPHASYS LTD,239595516,,AU000000MEM5,Q59718108,AUD,AU,,F,e1439495,1
STK,MEU,ASX,MEU,MARMOTA LTD,47412541,,AU000000MEU8,Q5813G102,AUD,AU,T,F,e1446382,1
STK,MEZ,ASX,MEZ,MERIDIAN ENERGY LTD,192479017,,NZMELE0002S7,Q5997E121,AUD,AU,T,F,e1683507,1
STK,MFD,ASX,MFD,MAYFIELD CHILDCARE LTD,257371031,,AU000000MFD1,Q5848R107,AUD,AU,T,F,e3239111,1
STK,MFF,ASX,MFF,MFF CAPITAL INVESTMENTS LTD,45207097,,AU000000MFF6,Q6S61B118,AUD,AU,T,F,e1443086,1
STK,MFG,CHIXAU,MFG,MAGELLAN FINANCIAL GROUP LTD,44202878,,AU000000MFG4,Q5713S107,AUD,AU,,F,e1439039,1
# STK,MG1,ASXCEN,MG1,MINING GREEN METALS LTD,633932093,,AU0000270704,,AUD,AU,,F,e5221119,1
STK,MGA,ASX,MGA,METALSGROVE MINING LTD,571506218,,AU0000223257,Q6039N103,AUD,AU,T,F,e4845719,1
STK,MGH,CHIXAU,MGH,MAAS GROUP HOLDINGS LTD,458847477,,AU0000118564,Q56899109,AUD,AU,,F,e4107403,1
STK,MGL,CHIXAU,MGL,MAGONTEC LTD,98228581,,AU000000MGL2,Q5741H131,AUD,AU,,F,e1442152,1
STK,MGR,ASX,MGR,MIRVAC GROUP,4757194,,AU000000MGR9,Q62377108,AUD,AU,T,F,e1442526,1
STK,MGT,ASXCEN,MGT,MAGNETITE MINES LTD,217300965,,AU000000MGT5,Q5712Q102,AUD,AU,,F,e1439143,1
# STK,MGTNF,ASX,MGTNF,MAGNETITE MINES LTD-NEW SHAR,563626473,,AU0000218125,,AUD,AU,T,F,e1439143,1
STK,MGU,CHIXAU,MGU,MAGNUM MINING AND EXPLORATIO,14064413,,AU000000MGU3,Q57415103,AUD,AU,,F,e1442527,1
STK,MGX,ASX,MGX,MOUNT GIBSON IRON LTD,44202644,,AU000000MGX7,Q64224100,AUD,AU,T,F,e1403764,1
STK,MHC,ASX,MHC,MANHATTAN CORP LTD,62061553,,AU000000MHC9,Q5786P162,AUD,AU,T,F,e1448628,1
STK,MHJ,ASXCEN,MHJ,MICHAEL HILL INTERNATIONAL L,239684103,,AU000000MHJ4,Q6073P105,AUD,AU,,F,e3175529,1
STK,MHK,ASX,MHK,METAL HAWK LTD,455926520,,AU0000109597,Q60160118,AUD,AU,T,F,e4087007,1
STK,MHM,CHIXAU,MHM,MOUNT HOPE MINING LTD,749034654,,AU0000360505,Q64269105,AUD,AU,,F,e5829927,1
STK,MI6,CHIXAU,MI6,MINERALS 260 LTD,518133555,,AU0000173486,Q61955102,AUD,AU,,F,e4499499,1
STK,MIN,ASXCEN,MIN,MINERAL RESOURCES LTD,44202881,,AU000000MIN4,Q60976109,AUD,AU,,F,e1439040,1
STK,MIO,ASX,MIO,MACARTHUR MINERALS LTD,394326282,,AU0000062440,Q56767140,AUD,AU,T,F,e1397675,1
STK,MIR,ASX,MIR,MIRRABOOKA INVESTMENTS LIMITED,14064591,,AU000000MIR5,Q62333101,AUD,AU,T,F,e1442532,1
STK,MIRNB,ASXCEN,MIRNB,MIRRABOOKA INVESTMENTS-NEW,555913612,,AU0000212169,Q62333176,AUD,AU,,F,e1442532,1
STK,MKG,ASXCEN,MKG,MAKO GOLD LTD,314234557,,AU0000001869,Q57620108,AUD,AU,,F,e3281602,1
STK,MKR,CHIXAU,MKR,MANUKA RESOURCES LTD,434062970,,AU0000090292,Q5762S115,AUD,AU,,F,e3912694,1
STK,MLG,ASX,MLG,MLG OZ LTD,488947278,,AU0000144610,Q623AS108,AUD,AU,T,F,e4299955,1
# STK,MLMNC,ASXCEN,MLMNC,METALLICA MINERALS LTD-NEW S,484598622,,AU0000141921,,AUD,AU,,F,e1438958,1
STK,MLS,ASXCEN,MLS,METALS AUSTRALIA LTD,44202894,,AU000000MLS7,Q6024G113,AUD,AU,,F,e1439043,1
STK,MLX,CHIXAU,MLX,METALS X LTD,44202491,,AU000000MLX7,Q60408129,AUD,AU,,F,e1438959,1
STK,MM1,ASX,MM1,MIDAS MINERALS LTD,512412229,,AU0000166142,Q6078D107,AUD,AU,T,F,e4462767,1
STK,MM8,ASX,MM8,MEDALLION METALS LTD,477970781,,AU0000138828,Q5906S112,AUD,AU,T,F,e4246249,1
STK,MMA,ASX,MMA,MARONAN METALS PTY LTD,558835857,,AU0000211609,Q5813Y103,AUD,AU,T,F,e4763960,1
STK,MME,CHIXAU,MME,MONEYME LTD,395267336,,AU0000066045,Q6290A105,AUD,AU,,F,e3605494,1
STK,MMI,CHIXAU,MMI,METRO MINING LTD,176224633,,AU000000MMI6,Q6070X101,AUD,AU,,F,e1591023,1
STK,MML,CHIXAU,MML,MCLAREN MINERALS LTD,746700273,,AU0000369662,Q0241P139,AUD,AU,,F,e4765399,1
STK,MMR,CHIXAU,MMR,MEC RESOURCES LTD,44202498,,AU000000MMR7,Q5906N105,AUD,AU,,F,e1438961,1
STK,MMS,ASX,MMS,MCMILLAN SHAKESPEARE LTD,44202901,,AU000000MMS5,Q58998107,AUD,AU,T,F,e1439045,1
STK,MNB,ASX,MNB,MINBOS RESOURCES LTD,79938325,,AU000000MNB9,Q6091N108,AUD,AU,T,F,e1614860,1
STK,MNC,ASX,MNC,MERINO & CO LTD,738343999,,AU0000348625,Q5976V102,AUD,AU,T,F,e5780109,1
STK,MND,ASXCEN,MND,MONADELPHOUS GROUP LTD,14064610,,AU000000MND5,Q62925104,AUD,AU,,F,e1442538,1
STK,MOH,CHIXAU,MOH,MOHO RESOURCES LTD,340756841,,AU0000022402,Q62792108,AUD,AU,,F,e3295093,1
STK,MOM,ASXCEN,MOM,MOAB MINERALS LTD,586030917,,AU0000240764,Q31508106,AUD,AU,,F,e1436867,1
# STK,MOQN,ASX,MOQN,MOQ LTD-NEW SHARES,553277085,,AU0000211047,,AUD,AU,T,F,e1447602,1
STK,MOT,ASXCEN,MOT,METRICS INCOME OPPORTUNITIES,362829930,,AU0000040776,Q5906K101,AUD,AU,,F,e3308057,1
# STK,MOTNB,ASX,MOTNB,METRICS INCOME OPP-NEW SHARE,548013659,,AU0000208795,,AUD,AU,T,F,e3308057,1
STK,MOV,ASXCEN,MOV,MOVE LOGISTICS GROUP LTD,570898126,,NZMOWE0001S5,Q6448N108,AUD,AU,,F,e4841540,1
STK,MOZG,ASX,MOZG,MOSAIC BRAND - 8% CONVERTIBLE NOTE,521928219,,AU0000174096,,AUD,AU,T,F,e4522292,1
STK,MP1,ASX,MP1,MEGAPORT LTD,215375514,,AU000000MP15,Q5941Y108,AUD,AU,T,F,e3008516,1
STK,MPK,CHIXAU,MPK,MANY PEAKS MINERALS LTD,668243105,,AU0000307738,Q5762T105,AUD,AU,,F,e4709631,1
STK,MPL,ASXCEN,MPL,MEDIBANK PRIVATE LTD,174961881,,AU000000MPL3,Q5921Q109,AUD,AU,,F,e2685959,1
STK,MPP,ASX,MPP,METRO PERFORMANCE GLASS LTD,162291140,,NZMPGE0001S5,Q6070N103,AUD,AU,T,F,e2600912,1
STK,MPR,ASX,MPR,MPR AUSTRALIA LTD,351871837,,AU0000038341,Q64593108,AUD,AU,T,F,e1442749,1
STK,MPW,ASXCEN,MPW,METAL POWDER WORKS LTD,764466850,,AU0000384729,Q53767176,AUD,AU,,F,e1660987,1
STK,MPX,CHIXAU,MPX,MUSTERA PROPERTY GROUP LTD,175469649,,AU000000MPX8,Q65037105,AUD,AU,,F,e2699217,1
# STK,MPXN,ASXCEN,MPXN,MUSTERA PROPERTY GROUP -NEW,504103008,,AU0000157513,,AUD,AU,,F,e2699217,1
STK,MQG,CHIXAU,MQG,MACQUARIE GROUP LTD,47028156,,AU000000MQG1,Q57085286,AUD,AU,,F,e1350554,1
STK,MQGPD,CHIXAU,MQGPD,MAQUARIE GROUP,359160310,,AU0000040172,,AUD,AU,,F,e1350554,1
STK,MQGPE,CHIXAU,MQGPE,MACQUARIE GROUP LTD,477967750,,AU0000136442,,AUD,AU,,F,e1350554,1
STK,MQGPF,CHIXAU,MQGPF,MQGPF MACQUARIE GROUP LTD CAP NOTE 3-BBSW+3.70% PERP NON-CUM,578550295,,AU0000231011,,AUD,AU,,F,e1350554,1
STK,MQGPG,ASXCEN,MQGPG,MACQUARIE GROUP LTD,730229264,,AU0000350043,,AUD,AU,,F,e5742498,1
STK,MQR,ASX,MQR,MARQUEE RESOURCES LIMITED,269575216,,AU000000MQR8,Q5813M109,AUD,AU,T,F,e3247456,1
